Year	Antigua and Barbuda	Barbados	Belize	Canada	Costa Rica	Cuba	Dominica	Dominican Republic	El Salvador	Greenland	Grenada	Guatemala	Haiti	Honduras	Jamaica	Mexico	Nicaragua	Panama	Saint Kitts and Nevis	Saint Lucia	Saint Vincent and the Grenadines	The Bahamas	United States of America	Argentina	Bolivia	Brazil	Chile	Colombia	Ecuador	French Guiana	Guyana	Paraguay	Peru	Suriname	Trinidad and Tobago	Uruguay	Venezuela	Albania	Andorra	Austria	Belarus	Belgium	Bosnia and Herzegovina	Bulgaria	Croatia	Czechia	Denmark (Europe)	Estonia	Finland	France (Europe)	Germany	Greece	Hungary	Iceland	Ireland	Italy	Kosovo	Latvia	Liechtenstein	Lithuania	Luxembourg	Macedonia	Malta	Moldova	Monaco	Montenegro	Netherlands	Norway	Poland	Portugal	Republic of Serbia	Romania	San Marino	Slovakia	Slovenia	Spain	Sweden	Switzerland	Ukraine	United Kingdom (Europe)	Algeria	Angola	Benin	Botswana	Burkina Faso	Burundi	Cabo Verde	Cameroon	Central African Republic	Chad	Comoros	Democratic Republic of the Congo	Djibouti	Equatorial Guinea	Eritrea	Eswatini	Ethiopia	Gabon	Gambia	Ghana	Guinea	Guinea-Bissau	Ivory Coast	Kenya	Lesotho	Liberia	Libya	Madagascar	Malawi	Mali	Mauritania	Mauritius	Morocco	Mozambique	Namibia	Niger	Nigeria	Republic of the Congo	Rwanda	Senegal	Seychelles	Sierra Leone	Somalia	South Africa	South Sudan	Sudan	São Tomé and Principe	Togo	Tonga	Tunisia	Uganda	United Republic of Tanzania	Western Sahara	Zambia	Zimbabwe	Afghanistan	Armenia	Azerbaijan	Bangladesh	Bhutan	Cambodia	China	Georgia	India	Japan	Kazakhstan	Kyrgyzstan	Laos	Maldives	Mongolia	Myanmar	Nepal	North Korea	Pakistan	Russia	South Korea	Sri Lanka	Taiwan	Tajikistan	Thailand	Turkmenistan	Uzbekistan	Vietnam	Bahrain	Cyprus	Egypt	Iran	Iraq	Israel	Jordan	Kuwait	Lebanon	Northern Cyprus	Oman	Palestine	Qatar	Saudi Arabia	Syria	Turkey	United Arab Emirates	Yemen	Australia	Brunei	East Timor	Federated States of Micronesia	Fiji	Indonesia	Kiribati	Malaysia	Marshall Islands	Nauru	New Zealand	Palau	Papua New Guinea	Philippines	Samoa	Singapore	Solomon Islands	Tuvalu	Vanuatu	Arctic Ocean	Indian Ocean	North Atlantic	North Pacific	South Atlantic	South Pacific	Southern Ocean	Antarctica 
1929	-0.608953	-0.521160	-0.384407	-0.522583	-0.361195	-0.044115	-0.626572	-0.368139	-0.298878	1.214958	-0.527452	-0.173399	-0.315979	-0.389198	-0.257814	-0.110243	-0.383724	-0.317633	-0.591827	-0.548626	-0.563740	0.122091	-0.384075	-0.035183	-0.331730	-0.342836	-0.339512	-0.474134	-0.496029	-0.520603	-0.545290	-0.333838	-0.645596	-0.536518	-0.617025	-0.098873	-0.554842	-0.762387	0.027914	-0.698708	-1.287267	-0.600152	-0.906791	-0.990181	-0.887589	-1.029983	-0.997856	-0.697858	-0.103406	-0.224973	-0.855131	-0.616941	-1.088009	0.805194	-0.165601	-0.488351	-0.917319	-0.978363	-0.552650	-1.268650	-0.509834	-0.856856	-0.782629	-1.395705	-0.231444	-0.874579	-0.887424	-0.246177	-1.308999	0.530163	-1.095245	-1.205477	-0.571967	-1.212149	-0.766317	0.178431	-0.159630	-0.412370	-1.432144	-0.336212	-0.484421	0.135134	-0.292849	0.417217	-0.255266	0.018063	0.081829	-0.263617	-0.413494	-0.509104	0.008045	-0.093761	-0.144484	-0.132980	0.047466	-0.147898	-0.099297	-0.161890	-0.257030	-0.119402	-0.517916	-0.381773	-0.245193	-0.048281	-0.008856	-0.339752	-0.597368	-0.086319	0.039661	-0.352346	-0.365105	-0.369673	-0.102657	0.010712	0.332457	-0.483946	-0.286188	-0.237020	0.021992	-0.439568	-0.238493	-0.430801	0.054211	0.027328	-0.302986	-0.297623	-0.135427	-0.197746	-0.216129	-0.820835	-0.043367	0.018068	-0.158537	0.188883	0.106136	-0.716498	-0.957114	-1.132701	-0.379702	-0.434564	-0.686291	-0.479920	-1.125354	-0.249252	-0.483586	-1.416524	-1.224986	-0.430525	-0.410322	-0.908101	-0.330404	-0.332135	-0.360126	-0.372089	-0.920009	-0.181214	-0.274954	-0.452835	-1.223279	-0.473988	-1.780720	-1.855962	-0.502068	-0.281515	-0.421619	-0.336218	-0.553692	-0.208317	-0.257162	-0.237833	-0.276831	-0.238163	-0.405098	0.011253	-0.244535	-0.221113	-0.048485	-0.188585	-0.503019	-0.080322	0.030512	-0.602800	-0.300980	-0.510866	-0.219633	-0.042631	-0.458530	-0.364370	-0.337362	-0.352831	-0.240622	-0.353721	-0.365484	-0.413683	-0.551365	-0.304169	-0.325321	-0.374828	-0.185749	-0.264093	-0.075860	-0.512748	-0.148493	-0.204752	-0.571710	-0.217853	-0.993994	-9999	
1930	-0.198637	-0.371063	-0.245295	0.580649	-0.005106	-0.140505	-0.310415	-0.266031	0.100161	0.810076	-0.355450	-0.076170	-0.193863	-0.040236	-0.086382	-0.114912	-0.035110	-0.091669	-0.264425	-0.370157	-0.368717	-0.171408	-0.093558	0.037498	0.007385	-0.127525	0.066705	-0.388111	-0.207911	-0.273287	-0.430235	0.286327	-0.234869	-0.365759	-0.410015	-0.042000	-0.619411	0.392263	0.335903	0.457899	0.627630	0.527241	0.617976	0.464931	0.583363	0.498579	0.636655	1.257701	1.325529	0.303828	0.513722	0.259477	0.681019	0.159157	-0.322020	0.210557	0.524114	1.014586	0.542156	0.815290	0.565023	0.422467	-0.003174	0.536336	0.217570	0.551882	0.416067	1.287255	0.613278	0.024647	0.670513	0.558359	0.203554	0.553262	0.519232	0.111072	1.471180	0.418428	0.417317	-0.026977	0.211605	-0.179939	0.409843	-0.265965	0.086029	-0.151928	-0.268337	0.101631	-0.014868	-0.068741	-0.281866	-0.098873	-0.196932	-0.004011	-0.188099	-0.392099	-0.084770	-0.111498	-0.346582	0.091255	-0.274500	-0.452772	-0.103918	-0.149719	-0.430526	-0.225725	0.013947	-0.424654	-0.303057	0.113047	-0.042156	-0.312891	-0.005251	-0.396881	-0.094162	0.272387	0.264400	-0.126862	-0.109726	-0.261120	-0.144203	-0.278482	-0.072510	-0.316860	-0.026121	-0.298487	-0.042273	0.295912	-0.777084	0.358496	-0.060812	-0.253304	-0.072245	-0.090975	-0.340185	-0.830226	0.210226	-0.249136	-0.466406	-0.449164	-0.469933	-0.442416	0.160175	-0.382902	0.023495	-0.539700	-1.015398	-0.541836	-0.143738	-0.689710	-0.395243	-0.405942	0.188356	-0.605101	-0.043137	0.155255	-0.253767	-0.124857	-1.104826	-0.401701	-1.103402	-1.038862	-0.454063	-0.306005	0.154570	-0.019159	-0.596003	0.058182	0.239752	0.220760	-0.088575	0.327822	0.214968	-0.331741	0.254959	-0.318384	-0.104515	0.369579	0.380472	-0.356773	-0.171253	-0.064898	-0.213844	-0.393919	-0.284252	-0.884228	-0.277822	0.146036	-0.108152	-0.296556	-0.558254	-1.021069	-0.113178	-0.344936	-0.191837	-0.350500	-0.071892	-0.390804	-0.525738	-0.675236	0.448573	-0.274868	-0.022290	0.052768	-0.491882	-0.216787	-0.888947	-9999	
1931	0.002630	-0.009039	-0.405075	1.365879	-0.014082	-0.229267	0.057869	-0.149393	-0.043346	0.022554	-0.033228	-0.345604	-0.177578	-0.121386	-0.050686	-0.246534	-0.040659	0.001566	-0.001942	-0.004786	-0.006485	-0.292952	0.727015	-0.753227	-0.293541	-0.186600	-0.231193	-0.042849	-0.076359	0.083548	-0.000193	-0.664894	-0.221180	0.057957	-0.050205	-1.050882	-0.055145	-0.083033	-0.201872	-0.698383	-0.872838	-0.533079	-0.237541	-0.372697	-0.342039	-0.734941	-0.622543	-0.822855	-0.214235	-0.400533	-0.677824	-0.023455	-0.572902	0.016236	-0.103189	-0.161503	-0.191815	-0.849865	-0.859571	-0.811279	-0.609919	-0.155965	0.477434	-0.980270	-0.453230	-0.182556	-0.454495	-0.152093	-0.678856	-0.143600	-0.297361	-0.602990	-0.227435	-0.712232	-0.403320	-0.011094	-0.570313	-0.692767	-1.008368	-0.332733	0.667355	0.338425	0.442514	0.257082	0.368637	0.320446	-0.244051	0.561380	0.680477	0.847759	0.220537	0.421684	0.018629	0.127909	0.185038	0.136648	0.236660	0.178686	0.192799	0.153650	0.279242	0.176327	0.016785	0.287260	-0.086489	0.006546	0.482855	0.211691	0.238508	0.715996	0.375729	0.062628	-0.197567	0.242212	0.290546	1.071833	0.702461	0.356035	0.267422	0.328835	0.042896	0.153370	0.140511	0.054874	0.474049	0.343376	-0.054420	0.303513	-0.668276	0.779390	0.193977	0.359816	-0.058504	0.401690	0.376970	-0.760839	-0.880066	-0.991489	-0.009895	-0.046132	0.003147	-0.464908	-0.924244	0.058060	-0.792585	-0.926673	-0.774153	0.158587	0.000166	-1.133246	0.153534	0.094631	-0.814983	-0.247261	-0.242448	-0.621648	0.052271	-0.072798	-0.807181	0.176441	-1.394249	-1.279116	0.079870	-0.303158	-0.034578	0.066862	-0.573940	-0.339045	0.003778	-0.069458	-0.266146	0.013775	-0.087820	-0.058342	0.003345	-0.255009	-0.061474	-0.162485	-0.262432	-0.150919	0.008390	-0.483017	0.014114	-0.276695	0.023115	-0.546558	0.027184	-0.071148	0.047388	0.224264	-0.234379	-0.823678	0.015535	-0.101711	0.019993	-0.622992	0.111963	-0.174669	-0.354441	-0.098927	0.270023	-0.209547	0.189872	-0.086287	-0.494213	-0.123030	-0.569367	-9999	
1932	-0.284746	-0.195990	-0.275316	-0.233148	-0.295378	-0.028679	-0.162119	-0.266312	-0.368002	0.964943	-0.232937	-0.308901	-0.267128	-0.299911	-0.143000	-0.166483	-0.301445	-0.323036	-0.275640	-0.211500	-0.225079	-0.017113	-0.304111	0.125065	-0.257912	0.009398	-0.030609	-0.428625	-0.315447	0.167074	-0.188692	0.036522	-0.254593	-0.027021	-0.248190	0.145555	-0.321342	-0.169379	-0.420776	-0.011025	0.636915	-0.014636	-0.451669	-0.226223	-0.411590	0.019820	0.525523	0.799958	1.058118	-0.200497	0.079996	0.022072	-0.456330	0.698709	0.161546	-0.183723	-0.338334	0.746373	0.030945	0.659740	-0.066774	-0.221900	0.239653	-0.453253	-0.253609	-0.365895	0.136402	0.557651	0.274349	-0.484870	-0.545940	-0.587454	-0.361666	-0.191500	-0.314876	-0.556319	0.858497	-0.275439	-0.133119	0.081379	0.344826	-0.118370	-0.149323	-0.053064	0.074484	-0.084751	0.040836	0.098206	0.115164	0.308966	-0.010414	-0.040668	-0.504900	-0.166491	-0.177509	0.057041	-0.345772	-0.189875	0.058950	-0.360634	-0.249266	-0.006094	-0.457836	-0.256775	0.254797	-0.535151	0.216705	-0.140961	-0.051783	0.345352	0.205029	-0.286119	-0.487871	-0.029249	-0.064415	0.244226	0.045254	-0.090607	-0.106499	0.095879	-0.158514	-0.432161	-0.320591	0.258030	-0.140341	-0.071899	-0.383924	-0.236603	-0.396273	0.200008	-0.247511	-0.085386	-0.049784	-0.079315	-0.132734	-0.575999	-0.722667	-0.699109	0.016600	-0.118901	-0.435802	-0.033160	-0.874171	-0.096655	-0.289131	0.271696	-0.538163	-0.636341	-0.274162	0.370631	-0.161894	0.116459	-0.034134	-0.152664	0.736745	-0.179087	-0.346844	-0.611055	-0.672023	-0.407454	-0.764187	-0.606291	-0.650434	-0.730766	-0.166370	-0.284948	-0.740700	-0.625332	-0.158251	-0.291014	-0.776447	-0.147446	-0.211231	-0.266510	-0.132298	-0.609922	-0.481516	-0.311775	-0.415106	-0.464256	-0.418219	-0.265274	-0.306141	-0.725473	-0.160902	-0.314163	-0.262871	-0.308342	-0.318483	-0.150887	-0.082785	-0.682537	-0.271582	-0.045847	-0.391891	-0.443008	-0.259962	-0.297874	-0.281803	-0.508921	0.237483	-0.289776	0.261939	-0.266332	-0.293258	-0.146223	-0.632665	-9999	
1933	-0.667156	-0.552624	-0.249285	-1.175814	-0.509541	-0.107029	-0.554277	-0.422316	-0.328165	1.116692	-0.571512	-0.235662	-0.392706	-0.335726	-0.460247	0.144352	-0.421391	-0.545183	-0.673866	-0.574652	-0.590706	0.050690	0.191248	-0.286328	-0.292099	-0.360901	-0.388808	-0.652685	-0.742844	-0.504244	-0.556482	-0.022429	-0.568775	-0.527245	-0.616665	-0.193008	-0.635721	-0.933599	-0.014796	-0.957193	-1.389688	-0.318366	-1.094069	-1.456871	-1.007746	-1.030111	0.317222	-0.449972	-0.030040	-0.177002	-0.581497	-0.896040	-1.276381	1.398792	0.457707	-0.481377	-1.136624	-0.754007	-0.794518	-1.018350	-0.373911	-1.047133	-0.076124	-2.013658	-0.280662	-1.111541	-0.208986	0.776597	-1.130266	-0.051429	-1.316944	-1.773593	-0.699725	-1.328021	-0.926857	-0.008215	0.462987	-0.574596	-1.938067	0.538883	0.002533	0.072807	0.139822	0.204237	-0.101915	-0.158587	-0.406788	0.361393	0.377764	0.518660	-0.129345	-0.052349	-0.115053	0.182478	-0.363791	-0.108034	0.029774	0.103003	-0.031071	-0.007797	-0.073109	0.042337	-0.024323	0.034508	0.079845	-0.118290	-0.066881	-0.166880	-0.225239	-0.205801	-0.417114	-0.200256	-0.264225	-0.221624	0.490791	0.144802	0.343916	0.090948	-0.184875	-0.108458	-0.161083	-0.161358	-0.054283	0.167925	0.068119	0.283661	0.136021	0.061735	-0.468233	0.053371	-0.153975	-0.019964	-0.436972	-0.199907	-0.272036	-0.305419	-0.960504	-0.801404	-0.339874	-0.216540	-0.325317	-0.250134	-1.187253	-0.577789	-0.323529	-0.731450	-0.212283	-0.436213	-0.448004	-0.798976	-0.200912	-0.595470	-0.541480	-0.406982	-0.809688	-0.429543	-0.476383	-0.251343	-0.436453	-0.304411	-0.502595	-0.597493	-0.390617	-0.902958	-0.837288	-0.282110	-0.548304	-1.126541	-0.609304	-0.728447	-0.974298	-0.723461	-0.900980	-0.416946	-0.628393	-0.818615	-0.661882	-0.954649	-1.139482	-0.575989	-0.378927	-0.355309	-0.293858	-0.524454	-0.299700	-0.462597	-0.286283	-0.611021	-0.299496	-0.274567	-0.195766	-0.257041	-0.182087	0.008060	-0.220358	-0.490101	-0.397526	-0.336143	-0.276751	-0.315306	0.091462	-0.278949	0.223247	-0.426812	-0.366169	-0.336189	-0.946746	-9999	
1934	-0.650957	-0.570976	-0.271069	-0.305418	-0.296968	-0.358974	-0.662485	-0.500467	-0.141729	0.208336	-0.519747	-0.221262	-0.506773	-0.238319	-0.497957	0.121202	-0.267990	-0.420835	-0.634850	-0.564154	-0.554943	-0.312811	0.985854	-0.533846	-0.451048	-0.411848	-0.370009	-0.677082	-0.507362	-0.799543	-0.702917	-0.326010	-0.617348	-0.743706	-0.589594	-0.530493	-0.570995	0.699031	0.244935	1.078562	1.523336	0.855515	0.801587	0.693974	0.817399	1.462668	1.474875	2.051816	2.088551	0.227884	1.278750	0.522602	1.170105	0.670084	0.397202	0.375337	0.830599	1.950780	0.800860	1.847443	0.892998	0.756449	0.283560	0.490466	0.234236	0.820714	0.925411	1.678514	1.594928	-0.330521	0.910332	0.697374	0.504859	1.311471	0.772976	-0.152646	1.976768	0.591922	0.680120	0.589131	-0.421608	0.217953	0.023462	0.032131	-0.296881	-0.155317	-0.604174	0.088188	-0.012058	-0.096956	-0.110237	0.052025	-0.259203	0.375641	-0.129520	0.032221	-0.201517	0.370283	-0.471832	0.008085	-0.164707	-0.319889	0.000217	0.014498	-0.073334	-0.072891	-0.007927	-0.139519	-0.121777	-0.599356	-0.554485	-0.415991	-0.714102	-0.011238	-0.151581	-0.290403	-0.011560	0.285326	-0.037151	-0.423758	-0.376280	-0.241734	-0.280365	0.157715	-0.148756	-0.064415	0.450840	0.044416	-0.474449	-0.047009	-0.042459	-0.065001	-0.606035	-0.041197	0.117893	-0.880500	-0.880653	-0.934356	-0.347069	-0.405903	-0.598171	-0.546388	-0.624996	-0.413057	-0.772835	-1.552811	-1.615113	-0.793222	-0.305649	-1.032149	-0.401352	-0.310758	-0.586611	-0.408371	0.768413	-0.722563	-0.314068	-0.640656	-1.568809	-0.624844	-1.499367	-1.714622	-0.761459	-0.688543	0.061684	-0.034628	-0.890762	-0.686165	-0.079420	-0.250467	-0.882254	-0.053436	0.023298	-0.321346	-0.063654	-0.581728	-0.453621	-0.296444	-0.200274	-0.490429	-0.361643	-0.221169	-0.559683	-0.272949	-0.061686	-0.550695	-0.374115	-0.232718	-0.532192	-0.208294	-0.037495	-0.149183	-0.201929	0.111158	-0.543173	-0.394712	-0.525007	-0.374672	-0.247911	-0.599016	0.492007	-0.182702	0.021835	-0.242748	-0.016563	-0.444111	-0.729187	-9999	
1935	-0.458258	-0.678715	-0.388157	-0.686420	-0.540569	-0.379505	-0.643066	-0.564497	-0.471033	0.254059	-0.768480	-0.446898	-0.523483	-0.415670	-0.605747	-0.200243	-0.491745	-0.575066	-0.514494	-0.718180	-0.747820	-0.364321	-0.109612	-0.091673	-0.204494	-0.264883	-0.159642	-0.547819	-0.588861	-0.348352	-0.417610	-0.173820	-0.469976	-0.359838	-0.606693	-0.428339	-0.540695	0.137410	-0.130455	-0.139636	0.053145	0.236228	-0.029008	0.003765	-0.019416	-0.006478	0.430093	0.505470	0.704055	-0.113980	0.178535	0.270334	-0.122407	0.260700	0.071885	0.016251	0.089667	0.343725	-0.267699	0.209368	0.150701	0.136634	0.089823	-0.418455	-0.062279	0.068536	0.352346	0.382430	0.034415	-0.336424	0.021690	-0.274814	0.100350	-0.181608	-0.037315	-0.184587	0.527625	-0.176303	-0.232040	0.217400	-0.257139	-0.023544	0.006460	-0.372875	-0.171049	-0.069370	-0.366495	0.244644	0.217249	-0.141682	-0.046270	0.106239	-0.009394	0.292616	0.020159	-0.728523	-0.022957	0.264528	-0.304840	-0.124331	-0.382662	-0.474035	-0.220619	-0.010681	-0.725883	-0.321407	-0.308939	-0.280737	-0.421192	-0.217117	-0.185843	-0.099676	-0.362200	-0.590330	-0.352400	-0.296120	0.117546	0.259939	-0.019964	-0.252783	-0.089275	-0.408489	-0.207016	-0.590923	0.137753	-0.037066	0.244919	-0.045523	-0.030313	-0.152946	0.101053	-0.057348	-0.326464	-0.164396	-0.533730	-0.902267	0.062789	0.070039	-0.127584	-0.270600	0.084362	-0.215769	0.136822	-0.384813	-0.375967	-0.404882	-1.146666	0.229044	-0.231598	-0.711388	-0.158600	-0.396777	0.242549	-0.747486	0.209484	0.148131	-0.136967	-0.164377	-1.210893	0.114519	-0.513482	-0.657661	0.077431	-0.078894	0.340221	-0.070166	-0.178165	0.261528	0.391739	0.343281	0.054295	0.415127	0.346863	-0.330019	0.432117	-0.174870	-0.024492	0.377815	0.259012	-0.278711	-0.188137	-0.321568	-0.351654	-0.465172	-0.106886	-0.291325	-0.304005	-0.054062	-0.269909	-0.138260	-0.079220	0.102691	-0.225130	-0.121176	-0.255219	-0.180408	-0.253189	-0.194674	-0.325062	-0.459690	0.037089	-0.286491	-0.000321	-0.180698	-0.314955	-0.226439	-0.843723	-9999	
1936	-0.314108	-0.456289	-0.369110	-1.051744	-0.226429	-0.127941	-0.420227	-0.176008	-0.263628	0.604868	-0.478470	-0.258690	-0.098537	-0.284006	-0.148722	-0.064863	-0.263933	-0.216555	-0.328743	-0.454334	-0.454720	-0.039719	0.082840	-0.221161	0.130688	-0.094109	-0.123696	-0.277922	-0.293922	-0.291203	-0.357491	0.116276	-0.230110	-0.322617	-0.461102	-0.295517	-0.423965	0.360877	-0.095879	0.198141	1.119790	0.034214	0.495164	0.658506	0.492333	0.233006	0.326282	1.323008	0.922086	-0.020222	0.180798	0.270513	0.511029	0.095242	0.047385	0.102710	0.512063	1.172020	0.176333	1.047452	0.048763	0.436308	-0.021441	0.876034	0.108669	0.488933	0.140722	0.552300	0.630805	-0.301815	0.645853	0.803438	0.234033	0.424095	0.485700	-0.271189	0.615959	0.135833	0.865509	-0.010658	-0.245457	-0.243673	-0.111931	-0.309826	-0.387329	0.151398	0.372116	0.115191	0.152037	-0.094370	0.204159	0.047108	-0.229445	0.111589	-0.058842	-0.578705	-0.188259	0.088158	-0.141184	-0.280207	-0.303640	-0.230543	-0.303511	-0.129461	-0.360193	-0.122383	-0.077574	0.151871	-0.378088	-0.418653	-0.337196	-0.042334	-0.259295	-0.308710	-0.259438	-0.473648	-0.060699	0.074860	0.055229	-0.299782	0.091768	-0.084503	-0.085039	-0.296818	0.153027	0.274376	0.006481	-0.146942	-0.318453	-0.186749	-0.001657	-0.106255	-0.178846	-0.325155	-0.390106	-0.238095	-0.136386	-0.056460	-0.273035	-0.301661	-0.139584	-0.775540	0.022591	-0.302679	-0.717878	-0.198912	-0.805136	-0.525333	-0.176252	-1.527536	-0.362661	-0.616295	-1.033910	-0.211658	0.390356	-1.108680	-0.070402	-0.459223	-0.494204	-0.371370	-0.120618	-0.202068	-0.367416	-0.613106	0.214270	0.454554	-0.234964	-0.284029	0.338991	0.220858	-0.593920	0.185059	0.191572	-0.435547	0.298849	-0.558661	-0.251640	-0.029469	0.053660	-0.480648	-0.187304	0.003811	-0.321980	-0.048409	-0.031300	-0.286840	-0.212309	-0.100777	-0.256672	-0.059570	0.050304	-0.449126	-0.221714	-0.234747	-0.201729	-0.264324	-0.202179	-0.217911	-0.196857	-0.287645	0.029230	-0.059737	0.136066	-0.118042	-0.357142	-0.342579	-0.569669	-9999	
1937	-0.097818	-0.231838	-0.259216	0.355450	-0.351099	0.044125	-0.140921	-0.134445	-0.374681	0.319286	-0.294268	-0.295500	-0.110111	-0.296461	-0.154297	0.139891	-0.326473	-0.293081	-0.123289	-0.224468	-0.228456	0.115328	-0.095354	-0.182042	0.077194	-0.114182	-0.349662	-0.230440	-0.238070	-0.138447	-0.221504	-0.124496	-0.212460	-0.159279	-0.294966	-0.803310	-0.267086	0.464131	0.717773	0.274522	0.766855	0.344185	0.540506	0.596696	0.441402	0.442338	0.345326	1.110193	1.571370	0.417830	0.406154	0.534245	0.536389	0.403308	-0.097692	0.289515	0.508032	0.904110	0.302762	0.791106	0.389344	0.480132	0.468573	0.606028	0.426458	0.517056	0.274964	0.984643	0.625623	0.324735	0.636559	0.649042	0.255881	0.468836	0.333430	0.529469	1.045631	0.337248	0.681142	0.084320	0.578819	-0.027273	0.316221	-0.374735	0.359390	-0.030584	0.339186	0.358803	0.339565	0.193539	-0.206478	0.067032	-0.315527	0.387482	-0.248821	-0.162609	-0.233057	0.378603	-0.134693	0.206881	-0.073561	-0.100178	0.072725	-0.144636	0.085770	0.036392	0.185349	0.160734	0.098995	0.392921	0.284105	0.007820	0.549597	-0.020111	-0.145956	-0.124464	0.107763	0.343763	-0.028051	-0.236580	0.050385	-0.000055	-0.426821	0.065315	0.123718	0.082592	0.386627	0.282606	-0.139750	0.484131	0.003569	-0.120623	0.550306	-0.326197	-0.219709	-0.686405	0.440534	0.329262	-0.383760	-0.170531	0.093504	-0.332170	0.615664	-0.442373	-0.061121	-0.782653	-1.245163	0.143148	0.084526	-0.999894	-0.119680	-0.530890	0.011298	-0.468983	0.285312	0.191683	0.033573	0.144455	-1.036583	0.043959	-0.548225	-0.714047	0.093050	-0.507933	0.349112	0.200182	-0.190168	0.126480	0.445782	0.404856	-0.262217	0.451757	0.414265	-0.661167	0.456753	-0.558741	-0.343136	0.431475	0.752479	-0.599108	-0.587467	-0.192924	-0.075832	-0.278976	0.127893	-0.238211	-0.164268	0.258936	-0.068716	0.159508	0.169300	-0.714137	-0.156816	-0.063883	-0.050491	-0.103779	-0.077154	-0.127512	0.076185	-0.457577	1.106805	-0.077032	0.335376	-0.059197	-0.049710	-0.139064	-0.348509	-9999	
1938	-0.559160	-0.549215	-0.730328	0.881044	-0.759298	-0.204180	-0.580572	-0.429056	-0.808905	-0.141035	-0.487373	-0.747353	-0.402220	-0.809021	-0.491913	-0.067646	-0.787012	-0.662704	-0.619953	-0.573765	-0.577446	-0.035704	0.643885	-0.402481	-0.143581	-0.114340	-0.525792	-0.587595	-0.570450	-0.299231	-0.414480	-0.341413	-0.473707	-0.344893	-0.444277	-0.588203	-0.678188	-0.283263	0.134316	0.079222	1.260495	0.309041	-0.374537	0.156145	-0.217955	0.366549	1.108174	1.856987	2.442611	0.033610	0.431225	-0.183182	0.170327	0.493640	0.379970	-0.295146	-0.226151	1.563008	-0.020461	1.307368	0.224804	-0.176696	-0.434124	0.642005	0.017075	-0.317445	0.458574	1.781484	0.752053	0.374284	-0.093571	0.295794	-0.460385	0.312889	-0.144765	0.257310	1.969152	0.006773	0.945213	0.633301	-0.447126	-0.036430	0.308760	0.149141	0.447533	-0.000599	-0.326881	0.419411	0.380777	0.172298	0.269939	0.097443	-0.130194	0.265261	-0.186096	-0.007782	-0.051868	0.210213	-0.126389	0.180077	-0.152365	-0.095432	0.076759	-0.129143	0.158692	-0.040070	-0.713411	0.067907	0.198343	0.027643	-0.039883	-0.133345	0.017740	0.061953	-0.216866	0.005480	0.325293	0.224716	-0.011795	-0.177702	-0.156513	-0.170290	-0.333633	0.008572	0.031128	-0.007385	0.075418	0.202545	0.087708	-0.732029	-0.036507	0.012514	0.110537	0.191982	0.150358	0.013863	0.011880	0.222112	-0.068209	-0.061619	-0.301317	0.003160	0.199628	-0.268148	-0.187304	0.002785	-0.139901	-0.272692	-0.108061	-0.198144	-0.130915	-0.315961	0.022152	-0.155487	0.876425	-0.205012	-0.028963	0.039434	-0.374131	-0.348455	0.294022	0.135595	-0.180185	-0.306725	-0.334206	-0.479303	-0.026941	-0.347485	-0.446861	-0.453897	-0.350134	-0.383305	-0.311657	-0.519684	-0.427347	-0.317099	-0.410847	-0.325588	-0.129911	-0.406811	-0.469652	0.355520	-0.264256	-0.083727	0.175320	-0.211151	-0.228958	0.019268	-0.205568	0.174587	0.157207	0.492305	-0.242899	-0.253965	-0.281853	-0.280483	-0.137539	-0.008751	-0.201344	-0.289885	1.451010	-0.031880	0.159692	-0.172832	-0.244495	-0.159482	-0.516108	-9999	
